X,Y,FIRE_NUM,FIRE_YEAR,RSPNCE_TYP,IGNITN_DT,FIREOUT_DT,STATUS,FIRE_CAUSE,FIRE_CENTR,ZONE,FIRE_ID,FIRE_TYPE,INCIDNT_NM,GEOGRAPHIC,LATITUDE,LONGITUDE,CURRENT_SZ,FIRE_LINK,FEATURE_CD,OBJECTID
1560058.2278,535169.251800001,N52826,2023,Full,2023/08/07,2023/08/24,Out,Lightning,6,5,2826,Fire,,Michaud Creek,49.5566,-118.2481,1.600,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52826,0.0000000000,10210829
1272524.635,1050480.17100001,G12035,2023,Full,2023/07/21,2023/07/28,Out,Lightning,4,1,2035,Fire,,Otter Creek,54.3832,-121.7915,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12035,0.0000000000,10210830
1243160.2685,1076402.6842,G11819,2023,Full,2000/01/01,2023/07/19,Out,Lightning,4,1,1819,Fire,,3km South of Parsnip RIver,54.6299,-122.2227,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11819,0.0000000000,10210831
1413968.7611,648992.127499999,K21799,2023,Full,2023/07/17,2023/07/17,Out,Lightning,5,2,1799,Fire,,McGregor Creek,50.7012,-120.1292,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21799,0.0000000000,10210832
1435136.3301,679542.725699999,K20653,2023,Full,2023/05/21,2023/06/07,Out,Lightning,5,2,653,Fire,,Cahilty Main FSR,50.9584,-119.7926,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20653,0.0000000000,10210833
1310155.0088,669262.592100001,K22457,2023,Full,2023/06/21,2023/08/06,Out,Lightning,5,2,2457,Fire,,Maiden Creek,50.9505,-121.5791,0.600,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22457,0.0000000000,10210834
1501091.8136,729017.657200002,K43003,2023,Monitor,2023/08/21,2023/10/23,Out,Lightning,5,4,3003,Fire,,Mosquito Lake,51.3446,-118.7860,0.150,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K43003,0.0000000000,10210835
1481239.4404,760165.331699995,K23046,2023,Monitor,2023/08/21,2023/09/05,Out,Lightning,5,2,3046,Fire,,Sunset Creek,51.6405,-119.0259,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K23046,0.0000000000,10210836
905883.9213,1124673.81210001,R32881,2023,Monitor,2023/08/18,2023/10/05,Out,Lightning,3,3,2881,Fire,R32881,800m SW of Boulder Creek,55.1116,-127.4789,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R32881,0.0000000000,10210837
914357.7603,1101117.0153,R31390,2023,Full,2023/07/09,2023/07/16,Out,Lightning,3,3,1390,Fire,R31390,Owens Creek,54.9022,-127.3388,0.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31390,0.0000000000,10210838
1251067.2563,972983.217300001,G11185,2023,Full,2023/07/01,2023/07/08,Out,Lightning,4,1,1185,Fire,Grizzly Creek,Grizzly Creek,53.7008,-122.1866,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11185,0.0000000000,10210839
1200251.8867,978412.257,G13154,2023,Full,2023/07/09,2023/09/05,Out,Lightning,4,1,3154,Fire,G13154,Dodd Creek,53.7714,-122.9538,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G13154,0.0000000000,10210840
939572.251099999,1115503.8661,R31580,2023,Monitor,2023/07/10,2023/09/20,Out,Lightning,3,3,1580,Fire,R31580,N/E Babine Rec Park,55.0347,-126.9477,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31580,0.0000000000,10210841
1326024.7515,973469.093699996,G12154,2023,Full,2023/07/21,2023/08/24,Out,Lightning,4,1,2154,Fire,Domer,Dome Creek,53.6636,-121.0508,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12154,0.0000000000,10210842
1265355.8677,828907.051200001,C20374,2023,Full,2023/05/18,2023/05/19,Out,Lightning,7,2,374,Fire,C20374,1.2km NW of Tyee Lake,52.4043,-122.0907,0.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20374,0.0000000000,10210843
1261071.3112,853246.921800004,C20426,2023,Full,2023/05/19,2023/05/21,Out,Lightning,7,2,426,Fire,C20426,N of Burgess Creek,52.6243,-122.1342,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20426,0.0000000000,10210844
1293928.5415,854990.69099999,C30401,2023,Full,2023/05/19,2023/05/22,Out,Lightning,7,3,401,Fire,C30401,2km NE of Prior Lake,52.6228,-121.6472,2.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30401,0.0000000000,10210845
1465852.7338,850752.455699999,G30422,2023,Full,2023/05/19,2023/05/22,Out,Lightning,4,3,422,Fire,Moonbeam creek,Moonbeam Creek,52.4627,-119.1203,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30422,0.0000000000,10210846
1267046.9423,830908.752,C20371,2023,Full,2023/05/18,2023/05/19,Out,Lightning,7,2,371,Fire,C20371,E of Howes Lake,52.4213,-122.0642,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20371,0.0000000000,10210847
1722469.7872,622237.479299997,N20403,2023,Full,2023/05/18,2023/05/20,Out,Lightning,6,2,403,Fire,N20403,Findlay FSR,50.1492,-115.8554,0.420,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20403,0.0000000000,10210848
1199879.2233,850622.411299998,C10431,2023,Full,2023/05/20,2023/05/29,Out,Lightning,7,1,431,Fire,TZENZAICUT LAKE,11km W of Tzenzaicut Lake,52.6272,-123.0407,75.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10431,0.0000000000,10210849
1692560.518,666132.227100001,N20772,2023,Full,2023/06/13,2023/06/14,Out,Lightning,6,2,772,Fire,Brewer Creek,Horsethief Creek Powerline Road,50.5775,-116.1850,0.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20772,0.0000000000,10210850
1349184.7147,1287868.6838,G80650,2023,Full,2023/06/05,2023/06/07,Out,Lightning,4,8,650,Fire,,NW Goodlaw,56.4570,-120.3183,0.900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80650,0.0000000000,10210851
1503418.7669,676189.4931,K41859,2023,Full,2023/07/17,2023/07/18,Out,Lightning,5,4,1859,Fire,Yard Creek South,Yard Creek South,50.8706,-118.8295,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41859,0.0000000000,10210852
1087491.7731,969849.201499998,G41035,2023,Full,2023/07/01,2023/07/22,Out,Lightning,4,4,1035,Fire,Happy Smiley Place,Nechako River,53.7260,-124.6709,1.880,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41035,0.0000000000,10210853
1171718.9583,1083607.8398,G11372,2023,Full,2023/07/08,2023/07/24,Out,Lightning,4,1,1372,Fire,G11372,Carp Lake,54.7235,-123.3270,8.270,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11372,0.0000000000,10210854
1632310.6736,722495.323400002,N40767,2023,Monitor,2023/06/12,2023/06/15,Out,Lightning,6,4,767,Fire,Canyon Creek,Canyon Creek,51.1512,-116.9274,0.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40767,0.0000000000,10210645
1408075.0696,668243.782400001,K22018,2023,Full,2023/07/20,2023/07/22,Out,Lightning,5,2,2018,Fire,,Lower Lyons Lake 2,50.8779,-120.1900,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22018,0.0000000000,10210646
1407784.2451,908823.140799999,G32134,2023,Monitor,2023/07/21,2023/10/24,Out,Lightning,4,3,2134,Fire,Upper Raush,Raush Valley,53.0288,-119.8997,75.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32134,0.0000000000,10210647
1171681.1441,786373.304,C51974,2023,Full,2023/07/20,2023/11/06,Out,Lightning,7,5,1974,Fire,BULL CANYON PARK,2.3km SE of Chilko River,52.0612,-123.4915,1306.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51974,0.0000000000,10210648
1409108.8416,841251.2659,K22305,2023,Monitor,2023/07/01,2023/09/27,Out,Lightning,5,2,2305,Fire,,Ovis Falls,52.4242,-119.9659,18.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22305,0.0000000000,10210649
1410837.8131,671445.714899999,K21987,2023,Full,2023/07/20,2023/07/26,Out,Lightning,5,2,1987,Fire,,5km Knouff Lk Rd,50.9045,-120.1471,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21987,0.0000000000,10210650
1063895.5982,942287.1209,G41593,2023,Monitor,2023/07/12,,Under Control,Lightning,4,4,1593,Fire,G41593,Knewstubb Lake,53.4824,-125.0350,29.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41593,0.0000000000,10210651
945977.4279,1078020.2269,R32103,2023,Full,2023/07/21,2023/07/22,Out,Lightning,3,3,2103,Fire,R32103,Deception Lake FSR,54.6996,-126.8403,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R32103,0.0000000000,10210652
1255195.7901,999532.976399994,G12132,2023,Full,2023/07/21,2023/07/25,Out,Lightning,4,1,2132,Fire,Mount Bowron,Mt. Bowron,53.9363,-122.1018,0.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12132,0.0000000000,10210653
1133222.9998,446339.526099999,V63031,2023,Full,2023/08/28,2023/08/30,Out,Lightning,2,6,3031,Fire,V63031,East of Jump Lake,49.0180,-124.1808,0.050,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V63031,0.0000000000,10210654
1489819.6832,757237.306700005,K42963,2023,Monitor,2023/07/17,2023/09/05,Out,Lightning,5,4,2963,Fire,,Northern Seymour River,51.6068,-118.9066,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42963,0.0000000000,10210655
1022878.4043,1117449.3969,G52955,2023,,2023/08/26,,Under Control,Lightning,4,5,2955,Fire,BIVOUAC CREEK,Bivouac Creek,55.0552,-125.6410,1590.600,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52955,0.0000000000,10210656
1498865.2242,807269.265600001,N40596,2023,Modified,2023/05/20,2023/10/19,Out,Lightning,6,4,596,Fire,N40596 Soards Creek,Soards Creek,52.0451,-118.7021,1160.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40596,0.0000000000,10210657
1178278.8503,1041724.9116,G12742,2023,Full,2023/08/12,2023/08/16,Out,Lightning,4,1,2742,Fire,,South of Twin Bay Lake,54.3463,-123.2503,0.120,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12742,0.0000000000,10210658
1446470.6365,553394.524300002,K50624,2023,Full,2023/06/01,2023/06/30,Out,Lightning,5,5,624,Fire,Pigeon Creek,Pigeon Creek,49.8203,-119.7892,33.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50624,0.0000000000,10210659
1577928.0981,692274.701400002,N42235,2023,Modified,2023/07/21,2023/09/22,Out,Lightning,6,4,2235,Fire,PULLEY CREEK,Pulley Creek,50.9415,-117.7506,16.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42235,0.0000000000,10210660
1358288.113,730585.167900001,C41856,2023,Full,2023/07/17,2023/07/18,Out,Person,7,4,1856,Fire,C41856,N of Rayfield River,51.4706,-120.8315,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41856,0.0000000000,10210661
1349272.9227,762715.1681,C41837,2023,Full,2023/07/17,2023/07/18,Out,Lightning,7,4,1837,Fire,C41837,1.7km SW Canim Lake,51.7640,-120.9280,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41837,0.0000000000,10210662
1167146.8633,390990.9912,V63044,2023,Full,2023/08/28,2023/08/30,Out,Lightning,2,6,3044,Fire,V63044,N of Leach River,48.5108,-123.7419,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V63044,0.0000000000,10210663
811912.334899999,1096083.1537,R51929,2023,Modified,2023/07/07,2023/12/19,Out,Lightning,3,5,1929,Fire,R51929,South Kitsumkalum River,54.8294,-128.9356,2.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51929,0.0000000000,10210664
1085294.5432,838271.654399998,C51562,2023,Modified,2023/07/07,2023/11/06,Out,Lightning,7,5,1562,Fire,SATAH MOUNTAIN,N of Satah Mountain,52.5471,-124.7398,6651.900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51562,0.0000000000,10210665
1408497.9328,635649.258700002,K22003,2023,Full,2023/07/20,2023/07/28,Out,Lightning,5,2,2003,Fire,,Scuitto Creek,50.5858,-120.2218,14.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22003,0.0000000000,10210666
921869.0161,1012807.3535,R21998,2023,Full,2023/07/16,2023/07/27,Out,Lightning,3,2,1998,Fire,R21998,0.7km NW of Collins Lake,54.1123,-127.1980,20.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21998,0.0000000000,10210667
1391499.6424,717945.717200002,K21587,2023,Full,2023/07/10,2023/07/12,Out,Lightning,5,2,1587,Fire,,Caverhill Lake,51.3347,-120.3688,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21587,0.0000000000,10210668
1672733.3207,712066.270200005,N42102,2023,Modified,2023/07/21,2023/10/19,Out,Lightning,6,4,2102,Fire,Castle Mountain,Castle Mountain,51.0106,-116.3746,449.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42102,0.0000000000,10210669
1714739.4909,627266.106499994,N22258,2023,Full,2023/07/17,2023/07/26,Out,Lightning,6,2,2258,Fire,Fur Mountain,Fur Mountain,50.2038,-115.9525,0.110,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22258,0.0000000000,10210670
896861.274700002,1062103.9423,R31406,2023,Monitor,2023/07/08,2023/09/20,Out,Lightning,3,3,1406,Fire,R31406,5 miles SE of Telkwa Pass,54.5495,-127.5984,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31406,0.0000000000,10210671
919016.314200001,1177464.6779,R41732,2023,Full,2023/07/10,2023/10/05,Out,Lightning,3,4,1732,Fire,R41732,Thomlinson Creek,55.5868,-127.2877,2.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41732,0.0000000000,10210672
1456645.6449,728057.035600001,K22277,2023,Full,2023/07/12,2023/07/26,Out,Lightning,5,2,2277,Fire,,Rock Creek,51.3748,-119.4233,0.050,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22277,0.0000000000,10210673
1427482.8986,610819.369400001,K41197,2023,Full,2023/07/05,2023/07/09,Out,Lightning,5,4,1197,Fire,Salmon River,Salmon River,50.3493,-119.9843,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41197,0.0000000000,10210674
1178101.7485,1002348.858,G12841,2023,Full,2023/08/05,2023/08/19,Out,Lightning,4,1,2841,Fire,G12841,South of Saxton Lake,53.9938,-123.2764,0.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12841,0.0000000000,10210675
953681.364,1141246.4537,R31584,2023,Monitor,2023/07/10,2023/08/09,Out,Lightning,3,3,1584,Fire,R31584,9km SW of Ft Babine,55.2668,-126.7306,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31584,0.0000000000,10210676
1134767.8572,447270.2214,V63216,2023,Full,2023/08/28,2023/09/11,Out,Lightning,2,6,3216,Fire,V63216,Bear Creek,49.0260,-124.1593,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V63216,0.0000000000,10210677
1483788.4417,776110.682199993,K23215,2023,Monitor,2023/08/18,2023/09/19,Out,Lightning,5,2,3215,Fire,,Oliver Creek,51.7807,-118.9663,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K23215,0.0000000000,10210678
1329375.1753,762845.30699999,C41070,2023,Full,2023/06/28,2023/07/03,Out,Lightning,7,4,1070,Fire,C41070,1.6km NW of Upper Lake,51.7776,-121.2159,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41070,0.0000000000,10210679
1423643.9257,636637.698,K22290,2023,Full,2023/07/26,2023/07/27,Out,Lightning,5,2,2290,Fire,,Disdero Lake,50.5834,-120.0074,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22290,0.0000000000,10210680
1611339.9142,593016.554400001,N51043,2023,Full,2023/06/30,2023/07/17,Out,Lightning,6,5,1043,Fire,,Wee Sandy Creek,50.0204,-117.4486,0.700,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N51043,0.0000000000,10210681
1438813.726,811844.906,K20469,2023,Monitor,2023/05/17,2023/09/07,Out,Lightning,5,2,469,Fire,MURTLE LAKE,Murtle Lake,52.1381,-119.5694,1711.610,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20469,0.0000000000,10210682
1035904.067,845996.8929,C53054,2023,Full,2023/08/28,2023/08/29,Out,Lightning,7,5,3054,Fire,C53054,W of Poison Lake,52.6220,-125.4686,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C53054,0.0000000000,10210683
1270110.0945,899864.158500002,C10418,2023,Full,2023/05/18,2023/05/20,Out,Lightning,7,1,418,Fire,C10418,1.2km N of Wingdam Lake,53.0370,-121.9613,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10418,0.0000000000,10210684
1542898.8936,765686.1833,N42224,2023,Full,2023/07/17,2023/07/26,Out,Lightning,6,4,2224,Fire,,Stitt Creek,51.6319,-118.1304,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42224,0.0000000000,10210685
1410326.3085,675804.024599996,K22366,2023,Full,2023/07/27,2023/07/31,Out,Lightning,5,2,2366,Fire,Sullivan Lake,Sullivan Lake,50.9439,-120.1492,0.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22366,0.0000000000,10210686
1410526.4671,694654.611400004,K22810,2023,Full,2023/08/17,2023/08/24,Out,Lightning,5,2,2810,Fire,K22810,Oliver Creek,51.1125,-120.1241,17.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22810,0.0000000000,10210687
1379217.848,783774.763699997,K22542,2023,Monitor,2023/07/28,2023/09/05,Out,Lightning,5,2,2542,Fire,K22542,1.6km S of Pendleton Lakes,51.9323,-120.4710,4.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22542,0.0000000000,10210688
1455890.6354,711329.566500001,K22291,2023,Full,2023/07/24,2023/07/28,Out,Lightning,5,2,2291,Fire,,Taylor Creek,51.2259,-119.4563,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22291,0.0000000000,10210689
1399595.1623,917232.813099995,G32195,2023,Monitor,2023/07/21,2023/10/24,Out,Lightning,4,3,2195,Fire,Raush River,Raush Valley,53.1102,-120.0110,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32195,0.0000000000,10210690
1517279.4324,811405.669500001,N41550,2023,Full,2023/07/10,2023/07/12,Out,Lightning,6,4,1550,Fire,Sprague Bay,Sprague Bay,52.0647,-118.4283,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41550,0.0000000000,10210691
1195470.6833,777674.721200001,C52040,2023,Full,2023/07/21,2023/07/24,Out,Lightning,7,5,2040,Fire,C52040,5km NW Lees Corner,51.9752,-123.1493,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C52040,0.0000000000,10210692
1253922.26,1410172.7148,G80287,2023,Monitor,2023/05/11,2023/05/19,Out,Lightning,4,8,287,Fire,,West Conroy Creek,57.6107,-121.7446,0.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80287,0.0000000000,10210693
1136438.2315,551937.139700001,V50905,2023,Full,2023/06/18,2023/06/27,Out,Lightning,2,5,905,Fire,V50905,NE of McVey Lake,49.9669,-124.0981,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50905,0.0000000000,10210694
1425503.0424,669685.8209,K21591,2023,Full,2023/07/07,2023/07/12,Out,Lightning,5,2,1591,Fire,,Henderson Creek,50.8777,-119.9413,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21591,0.0000000000,10210695
1262804.5592,1501770.1537,G90727,2023,Full,2023/06/04,2023/06/12,Out,Lightning,4,9,727,Fire,Ella Creek Fire,5km SW of Ella Creek,58.4261,-121.4986,3.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90727,0.0000000000,10210696
1271757.6624,1590515.548,G90631,2023,Full,2023/06/04,2023/06/05,Out,Lightning,4,9,631,Fire,10km North of Kotcho Lake,10km North of Kotcho lake,59.2162,-121.2438,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90631,0.0000000000,10210697
1407671.4608,810126.006,K21382,2023,Modified,2023/07/08,2023/07/13,Out,Lightning,5,2,1382,Fire,,Majerus Lake,52.1472,-120.0256,350.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21382,0.0000000000,10210698
1063503.3926,730224.335699998,C52978,2023,,2023/08/27,2024/01/17,Out,Lightning,7,5,2978,Fire,HELL RAVING CREEK,S of Twist Creek,51.5811,-125.0824,16842.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C52978,0.0000000000,10210699
1511969.2918,503671.166900001,N62604,2023,Full,2023/08/06,2023/08/08,Out,Lightning,6,6,2604,Fire,,Ouellette Creek,49.3198,-118.9523,0.040,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N62604,0.0000000000,10210700
1644623.8553,491294.735400001,N52788,2023,Full,2023/08/05,2023/08/18,Out,Lightning,6,5,2788,Fire,,Lost Mountain,49.0755,-117.1644,0.040,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52788,0.0000000000,10210701
1564600.0278,658911.080499998,N43105,2023,Full,2023/08/30,2023/09/01,Out,Lightning,6,4,3105,Fire,Dry Creek FSR,Dry Creek FSR,50.6575,-117.9928,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N43105,0.0000000000,10210702
1167104.8556,585396.114800002,V33249,2023,Monitor,2023/08/28,2023/11/14,Out,Lightning,2,3,3249,Fire,V33249,S of Sims Creek,50.2593,-123.6555,10.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V33249,0.0000000000,10210703
1729144.0294,547222.574800004,N11689,2023,Full,2023/07/13,2023/07/14,Out,Lightning,6,1,1689,Fire,Kiakho Lake,Kiakho Lake,49.4730,-115.9120,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11689,0.0000000000,10210704
1288023.5503,1157344.5886,G72768,2023,Full,2023/08/12,2023/08/16,Out,Lightning,4,7,2768,Fire,G72768,Suprenant Creek,55.3301,-121.4468,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G72768,0.0000000000,10210705
1360103.631,785586.273499997,C41556,2023,Full,2023/07/09,2023/07/12,Out,Lightning,7,4,1556,Fire,C41556,3.4km N of Kellington Lake,51.9615,-120.7466,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41556,0.0000000000,10210706
1397072.4107,619388.400300001,K22024,2023,Full,2023/07/20,2023/10/26,Out,Lightning,5,2,2024,Fire,Rossmoore Lake,Rossmoore Lake,50.4484,-120.4009,11382.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22024,0.0000000000,10210707
1177795.8605,1652909.1007,G91133,2023,Full,2023/06/04,2023/07/05,Out,Lightning,4,9,1133,Fire,,Emil Creek,59.8236,-122.8368,2.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91133,0.0000000000,10210708
1413271.0097,653540.570800001,K20716,2023,Full,2023/06/10,2023/06/10,Out,Lightning,5,2,716,Fire,,Gibraltar Rock,50.7425,-120.1337,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20716,0.0000000000,10210709
1441309.6933,686011.252199999,K21620,2023,Full,2023/07/12,2023/08/19,Out,Lightning,5,2,1620,Fire,LOWER EAST ADAMS ...,Lower East Adams Lake,51.0114,-119.6968,10004.900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21620,0.0000000000,10210710
1430868.5753,756965.632100002,K22067,2023,Full,2023/07/20,2023/07/29,Out,Lightning,5,2,2067,Fire,,McCorvie Creek,51.6541,-119.7560,0.840,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22067,0.0000000000,10210711
1475082.3961,795757.5604,K22241,2023,Monitor,2023/07/17,2023/09/02,Out,Lightning,5,2,2241,Fire,,9 km N of Tumtum Lake,51.9638,-119.0642,1.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22241,0.0000000000,10210712
1438359.5069,671286.298900002,K21839,2023,Full,2023/07/17,2023/07/26,Out,Lightning,5,2,1839,Fire,,Skmana Lake,50.8820,-119.7572,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21839,0.0000000000,10210713
1465947.1909,701210.427899999,K41515,2023,Full,2023/07/10,2023/07/11,Out,Lightning,5,4,1515,Fire,,Snuffbox Creek #3,51.1270,-119.3265,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41515,0.0000000000,10210714
